image,disaster,pre_date,post_date,date_difference,days_difference,x_min,y_min,x_max,y_max,x_max_extended,polygon
hurricane-florence_00000062,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.88968683356197,34.59645443998175,-77.88498251676687,34.60115875677685,-77.88298251676687,"POLYGON ((-77.88968683356197 34.59645443998175, -77.88968683356197 34.60115875677685, -77.88498251676687 34.60115875677685, -77.88498251676687 34.59645443998175"
hurricane-florence_00000065,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.88458904932307,34.59657497399765,-77.87988475807433,34.60127926524638,-77.87788475807433,"POLYGON ((-77.88458904932307 34.59657497399765, -77.88458904932307 34.60127926524638, -77.87988475807433 34.60127926524638, -77.87988475807433 34.59657497399765"
hurricane-florence_00000070,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87949123478896,34.59669529543136,-77.87478696912129,34.60139956109902,-77.8727869691213,"POLYGON ((-77.87949123478896 34.59669529543136, -77.87949123478896 34.60139956109902, -77.87478696912129 34.60139956109902, -77.87478696912129 34.59669529543136"
hurricane-florence_00000072,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.85343201560613,34.616298650031034,-77.84872745418414,34.621003211453015,-77.84672745418415,"POLYGON ((-77.85343201560613 34.616298650031034, -77.85343201560613 34.621003211453015, -77.84872745418414 34.621003211453015, -77.84872745418414 34.616298650031034"
hurricane-florence_00000078,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87439339001287,34.59681540427874,-77.869689149961,34.60151964433061,-77.86768914996101,"POLYGON ((-77.87439339001287 34.59681540427874, -77.87439339001287 34.60151964433061, -77.869689149961 34.60151964433061, -77.869689149961 34.59681540427874"
hurricane-florence_00000080,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87339116309218,34.603175334977294,-77.86868694964164,34.60787954842784,-77.86668694964165,"POLYGON ((-77.87339116309218 34.603175334977294, -77.87339116309218 34.60787954842784, -77.86868694964164 34.60787954842784, -77.86868694964164 34.603175334977294"
hurricane-florence_00000082,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.84833312285173,34.61641772271522,-77.8436285873042,34.621122258262744,-77.8416285873042,"POLYGON ((-77.84833312285173 34.61641772271522, -77.84833312285173 34.621122258262744, -77.8436285873042 34.621122258262744, -77.8436285873042 34.61641772271522"
hurricane-florence_00000083,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.88007391599568,34.61355596127158,-77.8753690488264,34.61826082844085,-77.8733690488264,"POLYGON ((-77.88007391599568 34.61355596127158, -77.88007391599568 34.61826082844085, -77.8753690488264 34.61826082844085, -77.8753690488264 34.61355596127158"
hurricane-florence_00000086,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86829316179087,34.60329520226705,-77.86358897402295,34.607999390034976,-77.86158897402295,"POLYGON ((-77.86829316179087 34.60329520226705, -77.86829316179087 34.607999390034976, -77.86358897402295 34.607999390034976, -77.86358897402295 34.60329520226705"
hurricane-florence_00000088,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86391958205154,34.62448985539383,-77.85921466812657,34.62919476931881,-77.85721466812657,"POLYGON ((-77.86391958205154 34.62448985539383, -77.86391958205154 34.62919476931881, -77.85921466812657 34.62919476931881, -77.85921466812657 34.62448985539383"
hurricane-florence_00000089,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.84323420016328,34.616536582660125,-77.83852969052494,34.62124109229847,-77.83652969052494,"POLYGON ((-77.84323420016328 34.616536582660125, -77.84323420016328 34.62124109229847, -77.83852969052494 34.62124109229847, -77.83852969052494 34.616536582660125"
hurricane-florence_00000090,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87497504311021,34.613676145364764,-77.87027020162729,34.61838098684769,-77.8682702016273,"POLYGON ((-77.87497504311021 34.613676145364764, -77.87497504311021 34.61838098684769, -77.87027020162729 34.61838098684769, -77.87027020162729 34.613676145364764"
hurricane-florence_00000092,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86319513036075,34.60341485693359,-77.85849096831016,34.60811901898418,-77.85649096831017,"POLYGON ((-77.86319513036075 34.60341485693359, -77.86319513036075 34.60811901898418, -77.85849096831016 34.60811901898418, -77.85849096831016 34.60341485693359"
hurricane-florence_00000097,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.8580970688551,34.603534298972804,-77.85339293255655,34.60823843527136,-77.85139293255655,"POLYGON ((-77.8580970688551 34.603534298972804, -77.8580970688551 34.60823843527136, -77.85339293255655 34.60823843527136, -77.85339293255655 34.603534298972804"
hurricane-florence_00000100,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87281008811136,34.58631542348968,-77.86810647565093,34.59101903595012,-77.86610647565094,"POLYGON ((-77.87281008811136 34.58631542348968, -77.87281008811136 34.59101903595012, -77.86810647565093 34.59101903595012, -77.86810647565093 34.58631542348968"
hurricane-florence_00000101,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87368188165034,34.611605269801956,-77.86897736748791,34.61630978396438,-77.86697736748792,"POLYGON ((-77.87368188165034 34.611605269801956, -77.87368188165034 34.61630978396438, -77.86897736748791 34.61630978396438, -77.86897736748791 34.611605269801956"
hurricane-florence_00000102,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.8529989773271,34.60365352838062,-77.84829486681531,34.608357638892414,-77.84629486681531,"POLYGON ((-77.8529989773271 34.60365352838062, -77.8529989773271 34.608357638892414, -77.84829486681531 34.608357638892414, -77.84829486681531 34.60365352838062"
hurricane-florence_00000105,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86771311431029,34.586435215724784,-77.86300952746195,34.59113880257311,-77.86100952746196,"POLYGON ((-77.86771311431029 34.586435215724784, -77.86771311431029 34.59113880257311, -77.86300952746195 34.59113880257311, -77.86300952746195 34.586435215724784"
hurricane-florence_00000107,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.84352201338773,34.62496672086122,-77.83881720303262,34.629671531216324,-77.83681720303262,"POLYGON ((-77.84352201338773 34.62496672086122, -77.84352201338773 34.629671531216324, -77.83881720303262 34.629671531216324, -77.83881720303262 34.62496672086122"
hurricane-florence_00000108,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.84790085583006,34.60377254515288,-77.84319677113972,34.608476629843224,-77.84119677113972,"POLYGON ((-77.84790085583006 34.60377254515288, -77.84790085583006 34.608476629843224, -77.84319677113972 34.608476629843224, -77.84319677113972 34.60377254515288"
hurricane-florence_00000109,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86800307781742,34.594865215964425,-77.86329919058154,34.59956910320031,-77.86129919058155,"POLYGON ((-77.86800307781742 34.594865215964425, -77.86800307781742 34.59956910320031, -77.86329919058154 34.59956910320031, -77.86329919058154 34.594865215964425"
hurricane-florence_00000111,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86261611040486,34.58655479546953,-77.85791254920335,34.59125835667105,-77.85591254920335,"POLYGON ((-77.86261611040486 34.58655479546953, -77.86261611040486 34.59125835667105, -77.85791254920335 34.59125835667105, -77.85791254920335 34.58655479546953"
hurricane-florence_00000112,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.89376066825083,34.566827790073646,-77.88905737755013,34.57153108077435,-77.88705737755014,"POLYGON ((-77.89376066825083 34.566827790073646, -77.89376066825083 34.57153108077435, -77.88905737755013 34.57153108077435, -77.88905737755013 34.566827790073646"
hurricane-florence_00000113,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.84280270441718,34.603891349285526,-77.83809864558299,34.60859540811972,-77.836098645583,"POLYGON ((-77.84280270441718 34.603891349285526, -77.84280270441718 34.60859540811972, -77.83809864558299 34.60859540811972, -77.83809864558299 34.603891349285526"
hurricane-florence_00000114,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.8629055602561,34.594984833166336,-77.85820169870226,34.59968869472017,-77.85620169870226,"POLYGON ((-77.8629055602561 34.594984833166336, -77.8629055602561 34.59968869472017, -77.85820169870226 34.59968869472017, -77.85820169870226 34.594984833166336"
hurricane-florence_00000119,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.8578080126314,34.59510423780736,-77.85310417679432,34.59980807364443,-77.85110417679432,"POLYGON ((-77.8578080126314 34.59510423780736, -77.8578080126314 34.59980807364443, -77.85310417679432 34.59980807364443, -77.85310417679432 34.59510423780736"
hurricane-florence_00000120,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.8688736913323,34.620155133051455,-77.86416890206654,34.62485992231721,-77.86216890206654,"POLYGON ((-77.8688736913323 34.620155133051455, -77.8688736913323 34.62485992231721, -77.86416890206654 34.62485992231721, -77.86416890206654 34.620155133051455"
hurricane-florence_00000122,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.90365918998063,34.55815571071849,-77.898956148811,34.56285875188813,-77.896956148811,"POLYGON ((-77.90365918998063 34.55815571071849, -77.90365918998063 34.56285875188813, -77.898956148811 34.56285875188813, -77.898956148811 34.55815571071849"
hurricane-florence_00000123,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87324584908923,34.59896036233472,-77.8685417859404,34.60366442548355,-77.8665417859404,"POLYGON ((-77.87324584908923 34.59896036233472, -77.87324584908923 34.60366442548355, -77.8685417859404 34.60366442548355, -77.8685417859404 34.59896036233472"
hurricane-florence_00000124,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.85271043499658,34.59522342988339,-77.84800662491097,34.599927239969006,-77.84600662491097,"POLYGON ((-77.85271043499658 34.59522342988339, -77.85271043499658 34.599927239969006, -77.84800662491097 34.599927239969006, -77.84800662491097 34.59522342988339"
hurricane-florence_00000125,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86377463152564,34.62027486266961,-77.85906986804785,34.62497962614739,-77.85706986804786,"POLYGON ((-77.86377463152564 34.62027486266961, -77.86377463152564 34.62497962614739, -77.85906986804785 34.62497962614739, -77.85906986804785 34.62027486266961"
hurricane-florence_00000126,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.89856380680331,34.55827671176846,-77.8938607909177,34.562979727654074,-77.8918607909177,"POLYGON ((-77.89856380680331 34.55827671176846, -77.89856380680331 34.562979727654074, -77.8938607909177 34.562979727654074, -77.8938607909177 34.55827671176846"
hurricane-florence_00000127,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.8681481047428,34.59908021085801,-77.86344406725897,34.60378424834185,-77.86144406725897,"POLYGON ((-77.8681481047428 34.59908021085801, -77.8681481047428 34.60378424834185, -77.86344406725897 34.60378424834185, -77.86344406725897 34.59908021085801"
hurricane-florence_00000128,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.8623267807583,34.57812474384559,-77.85762351976469,34.5828280048392,-77.85562351976469,"POLYGON ((-77.8623267807583 34.57812474384559, -77.8623267807583 34.5828280048392, -77.85762351976469 34.5828280048392, -77.85762351976469 34.57812474384559"
hurricane-florence_00000130,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.84761282740483,34.595342409390305,-77.84290904310535,34.60004619368978,-77.84090904310536,"POLYGON ((-77.84761282740483 34.595342409390305, -77.84761282740483 34.60004619368978, -77.84290904310535 34.60004619368978, -77.84290904310535 34.595342409390305"
hurricane-florence_00000131,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.84309033837525,34.61232150834468,-77.83838597904106,34.61702586767886,-77.83638597904107,"POLYGON ((-77.84309033837525 34.61232150834468, -77.84309033837525 34.61702586767886, -77.83838597904106 34.61702586767886, -77.83838597904106 34.61232150834468"
hurricane-florence_00000132,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.84222779480348,34.587030989462576,-77.83752433653605,34.591734447730005,-77.83552433653605,"POLYGON ((-77.84222779480348 34.587030989462576, -77.84222779480348 34.591734447730005, -77.83752433653605 34.591734447730005, -77.83752433653605 34.587030989462576"
hurricane-florence_00000133,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.89346839322664,34.55839750054746,-77.88876540265974,34.56310049111436,-77.88676540265975,"POLYGON ((-77.89346839322664 34.55839750054746, -77.89346839322664 34.56310049111436, -77.88876540265974 34.56310049111436, -77.88876540265974 34.55839750054746"
hurricane-florence_00000134,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86305033027371,34.59919984679131,-77.85834631848955,34.603903858575464,-77.85634631848956,"POLYGON ((-77.86305033027371 34.59919984679131, -77.86305033027371 34.603903858575464, -77.85834631848955 34.603903858575464, -77.85834631848955 34.59919984679131"
hurricane-florence_00000135,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.8425151899094,34.595461176324015,-77.83781143143077,34.60016493480265,-77.83581143143077,"POLYGON ((-77.8425151899094 34.595461176324015, -77.8425151899094 34.60016493480265, -77.83781143143077 34.60016493480265, -77.83781143143077 34.595461176324015"
hurricane-florence_00000136,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.85357642166568,34.62051368362117,-77.848871709868,34.62521839541885,-77.84687170986801,"POLYGON ((-77.85357642166568 34.62051368362117, -77.85357642166568 34.62521839541885, -77.848871709868 34.62521839541885, -77.848871709868 34.62051368362117"
hurricane-florence_00000137,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.85795252573513,34.59931927013052,-77.85324853968538,34.60402325618027,-77.85124853968539,"POLYGON ((-77.85795252573513 34.59931927013052, -77.85795252573513 34.60402325618027, -77.85324853968538 34.60402325618027, -77.85324853968538 34.59931927013052"
hurricane-florence_00000140,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87353650727718,34.60739030413315,-77.86883214348877,34.61209466792156,-77.86683214348878,"POLYGON ((-77.87353650727718 34.60739030413315, -77.87353650727718 34.61209466792156, -77.86883214348877 34.61209466792156, -77.86883214348877 34.60739030413315"
hurricane-florence_00000141,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.85285469118034,34.5994384808715,-77.84815073089969,34.60414244115215,-77.8461507308997,"POLYGON ((-77.85285469118034 34.5994384808715, -77.85285469118034 34.60414244115215, -77.84815073089969 34.60414244115215, -77.84815073089969 34.5994384808715"
hurricane-florence_00000142,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.84703712935014,34.5784820961456,-77.84233394539933,34.58318528009641,-77.84033394539934,"POLYGON ((-77.84703712935014 34.5784820961456, -77.84703712935014 34.58318528009641, -77.84233394539933 34.58318528009641, -77.84233394539933 34.5784820961456"
hurricane-florence_00000143,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.84337809183211,34.62075165349906,-77.83867343185344,34.625456313477734,-77.83667343185344,"POLYGON ((-77.84337809183211 34.62075165349906, -77.84337809183211 34.625456313477734, -77.83867343185344 34.625456313477734, -77.83867343185344 34.62075165349906"
hurricane-florence_00000144,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86843824896775,34.6075101901912,-77.86373391087959,34.61221452827936,-77.8617339108796,"POLYGON ((-77.86843824896775 34.6075101901912, -77.86843824896775 34.61221452827936, -77.86373391087959 34.61221452827936, -77.86373391087959 34.6075101901912"
hurricane-florence_00000145,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87818197063179,34.558758593217036,-77.87347905622909,34.56346150761974,-77.87147905622909,"POLYGON ((-77.87818197063179 34.558758593217036, -77.87818197063179 34.56346150761974, -77.87347905622909 34.56346150761974, -77.87347905622909 34.558758593217036"
hurricane-florence_00000146,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87295531160494,34.590530406590595,-77.86825154895115,34.595234169244385,-77.86625154895115,"POLYGON ((-77.87295531160494 34.590530406590595, -77.87295531160494 34.595234169244385, -77.86825154895115 34.595234169244385, -77.86825154895115 34.590530406590595"
hurricane-florence_00000147,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.88298634694367,34.5502080622945,-77.87828370703748,34.55491070220069,-77.87628370703749,"POLYGON ((-77.88298634694367 34.5502080622945, -77.88298634694367 34.55491070220069, -77.87828370703748 34.55491070220069, -77.87828370703748 34.5502080622945"
hurricane-florence_00000148,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86333996052339,34.60762986359288,-77.85863564817022,34.61233417594604,-77.85663564817023,"POLYGON ((-77.86333996052339 34.60762986359288, -77.86333996052339 34.61233417594604, -77.85863564817022 34.61233417594604, -77.85863564817022 34.60762986359288"
hurricane-florence_00000149,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.84265893223503,34.59967626454242,-77.83795502359666,34.60438017318078,-77.83595502359667,"POLYGON ((-77.84265893223503 34.59967626454242, -77.84265893223503 34.60438017318078, -77.83795502359666 34.60438017318078, -77.83795502359666 34.59967626454242"
hurricane-florence_00000150,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86785808100862,34.59065021758658,-77.86315434398456,34.59535395461063,-77.86115434398457,"POLYGON ((-77.86785808100862 34.59065021758658, -77.86785808100862 34.59535395461063, -77.86315434398456 34.59535395461063, -77.86315434398456 34.59065021758658"
hurricane-florence_00000151,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87150443302612,34.54838041877029,-77.86680217068182,34.55308268111458,-77.86480217068183,"POLYGON ((-77.87150443302612 34.54838041877029, -77.87150443302612 34.55308268111458, -77.86680217068182 34.55308268111458, -77.86680217068182 34.54838041877029"
hurricane-florence_00000153,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.87789135525368,34.55032817659121,-77.87318874073513,34.55503079110976,-77.87118874073514,"POLYGON ((-77.87789135525368 34.55032817659121, -77.87789135525368 34.55503079110976, -77.87318874073513 34.55503079110976, -77.87318874073513 34.55032817659121"
hurricane-florence_00000156,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.8567972608484,34.56559891410743,-77.85209447548955,34.57030169946628,-77.85009447548956,"POLYGON ((-77.8567972608484 34.56559891410743, -77.8567972608484 34.57030169946628, -77.85209447548955 34.57030169946628, -77.85209447548955 34.56559891410743"
hurricane-florence_00000157,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.8738272862178,34.61582023198342,-77.86912262164519,34.620524896556034,-77.8671226216452,"POLYGON ((-77.8738272862178 34.61582023198342, -77.8738272862178 34.620524896556034, -77.86912262164519 34.620524896556034, -77.86912262164519 34.61582023198342"
hurricane-florence_00000158,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.85824164199737,34.60774932433397,-77.85353735541389,34.612453610917456,-77.8515373554139,"POLYGON ((-77.85824164199737 34.60774932433397, -77.85824164199737 34.612453610917456, -77.85353735541389 34.612453610917456, -77.85353735541389 34.60774932433397"
hurricane-florence_00000159,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.85737465335669,34.58245911995594,-77.85267126794103,34.587162505371595,-77.85067126794104,"POLYGON ((-77.85737465335669 34.58245911995594, -77.85737465335669 34.587162505371595, -77.85267126794103 34.587162505371595, -77.85267126794103 34.58245911995594"
hurricane-florence_00000160,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.8727963333891,34.5504480786667,-77.86809374429284,34.555150667762966,-77.86609374429284,"POLYGON ((-77.8727963333891 34.5504480786667, -77.8727963333891 34.555150667762966, -77.86809374429284 34.555150667762966, -77.86809374429284 34.5504480786667"
hurricane-florence_00000162,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86640976798965,34.54850004224145,-77.86170753109921,34.55320227913189,-77.85970753109922,"POLYGON ((-77.86640976798965 34.54850004224145, -77.86640976798965 34.55320227913189, -77.86170753109921 34.55320227913189, -77.86170753109921 34.54850004224145"
hurricane-florence_00000163,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.86276082030186,34.590769816058966,-77.85805710894222,34.5954735274186,-77.85605710894222,"POLYGON ((-77.86276082030186 34.590769816058966, -77.86276082030186 34.5954735274186, -77.85805710894222 34.5954735274186, -77.85805710894222 34.590769816058966"
hurricane-florence_00000166,hurricane-florence,2018-04-06 15:49:36+00:00,2018-09-20 16:04:41+00:00,167 days 00:15:05,167,-77.85170148016364,34.56571797558061,-77.84699872043292,34.57042073531134,-77.84499872043293,"POLYGON ((-77.85170148016364 34.56571797558061, -77.85170148016364 34.57042073531134, -77.84699872043292 34.57042073531134, -77.84699872043292 34.56571797558061"
